#proteinId	gotermId	goName	gotermType	goAcc
2845957	3838	nucleus	cellular_component	GO:0005634
2845957	19908	regulation of transcription	biological_process	GO:0045449
2845957	4557	translational initiation	biological_process	GO:0006413
2845957	3727	protein binding	molecular_function	GO:0005515
2845957	2228	translation initiation factor activity	molecular_function	GO:0003743
2845968	13148	lipid glycosylation	biological_process	GO:0030259
2845968	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
2845968	4143	carbohydrate metabolic process	biological_process	GO:0005975
2845968	10100	sterol 3-beta-glucosyltransferase activity	molecular_function	GO:0016906
2845978	9320	membrane	cellular_component	GO:0016020
2845978	4927	transport	biological_process	GO:0006810
2845978	3546	transporter activity	molecular_function	GO:0005215
2845981	19908	regulation of transcription	biological_process	GO:0045449
2845981	13391	transcription regulator activity	molecular_function	GO:0030528
2845981	3838	nucleus	cellular_component	GO:0005634
2845984	13011	membrane coat	cellular_component	GO:0030117
2845984	9480	vesicle-mediated transport	biological_process	GO:0016192
2845984	4994	intracellular protein transport	biological_process	GO:0006886
2845984	4595	protein complex assembly	biological_process	GO:0006461
2845984	3727	protein binding	molecular_function	GO:0005515
2845984	4927	transport	biological_process	GO:0006810
2845987	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
2845987	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
2845987	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
2845987	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
2845996	3708	binding	molecular_function	GO:0005488
2846006	24336	unfolded protein binding	molecular_function	GO:0051082
2846006	13917	heat shock protein binding	molecular_function	GO:0031072
2846006	4591	protein folding	biological_process	GO:0006457
2846007	3838	nucleus	cellular_component	GO:0005634
2846012	6068	3'-5' exonuclease activity	molecular_function	GO:0008408
2846012	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
2846012	3827	intracellular	cellular_component	GO:0005622
2846012	2175	nucleic acid binding	molecular_function	GO:0003676
2846017	5939	zinc ion binding	molecular_function	GO:0008270
2846017	3727	protein binding	molecular_function	GO:0005515
2846023	19030	sequence-specific DNA binding	molecular_function	GO:0043565
2846026	2290	catalytic activity	molecular_function	GO:0003824
2846043	9784	histone deacetylation	biological_process	GO:0016575
2846043	3838	nucleus	cellular_component	GO:0005634
2846043	2805	histone deacetylase activity	molecular_function	GO:0004407
2846049	5816	NADH dehydrogenase (ubiquinone) activity	molecular_function	GO:0008137
2846049	4285	mitochondrial electron transport, NADH to ubiquinone	biological_process	GO:0006120
2846049	9858	oxidoreductase activity, acting on NADH or NADPH	molecular_function	GO:0016651
2846049	4283	electron transport	biological_process	GO:0006118
2846051	4483	chromatin assembly or disassembly	biological_process	GO:0006333
2846051	3838	nucleus	cellular_component	GO:0005634
2846051	2180	chromatin binding	molecular_function	GO:0003682
2846051	586	chromatin	cellular_component	GO:0000785
2846052	8400	protein transport	biological_process	GO:0015031
2846052	6212	protein transporter activity	molecular_function	GO:0008565
2846052	3935	mitochondrial inner membrane	cellular_component	GO:0005743
2846056	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
2846056	3737	GTP binding	molecular_function	GO:0005525
2846056	5250	signal transduction	biological_process	GO:0007165
2846056	5019	nucleocytoplasmic transport	biological_process	GO:0006913
2846056	4994	intracellular protein transport	biological_process	GO:0006886
2846056	3727	protein binding	molecular_function	GO:0005515
2846056	2378	GTPase activity	molecular_function	GO:0003924
2846056	3827	intracellular	cellular_component	GO:0005622
2846056	8400	protein transport	biological_process	GO:0015031
2846071	21401	protein dimerization activity	molecular_function	GO:0046983
2846071	19030	sequence-specific DNA binding	molecular_function	GO:0043565
2846071	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2846071	3838	nucleus	cellular_component	GO:0005634
2846071	2196	transcription factor activity	molecular_function	GO:0003700
2846079	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
2846079	4283	electron transport	biological_process	GO:0006118
2846079	9320	membrane	cellular_component	GO:0016020
2846081	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2846081	3736	ATP binding	molecular_function	GO:0005524
2846081	3043	protein kinase activity	molecular_function	GO:0004672
2846081	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2846081	3052	protein kinase CK2 activity	molecular_function	GO:0004682
2846087	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
2846087	4429	DNA replication initiation	biological_process	GO:0006270
2846087	3736	ATP binding	molecular_function	GO:0005524
2846087	2176	DNA binding	molecular_function	GO:0003677
2846087	3838	nucleus	cellular_component	GO:0005634
2846089	3727	protein binding	molecular_function	GO:0005515
2846090	2834	phosphoinositide 5-phosphatase activity	molecular_function	GO:0004439
2846092	4484	nucleosome assembly	biological_process	GO:0006334
2846092	3838	nucleus	cellular_component	GO:0005634
2846095	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
2846095	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
2846095	19270	keto acid formate lyase activity	molecular_function	GO:0043806
2846095	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
2846095	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
2846095	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
2846095	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
2846095	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
2846095	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
2846095	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
2846095	11391	myristoyltransferase activity	molecular_function	GO:0019107
2846095	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
2846095	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
2846095	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
2846095	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
2846095	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
2846095	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
2846095	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
2846095	9951	sinapoyltransferase activity	molecular_function	GO:0016752
2846095	9950	S-succinyltransferase activity	molecular_function	GO:0016751
2846095	9949	O-succinyltransferase activity	molecular_function	GO:0016750
2846095	9948	N-succinyltransferase activity	molecular_function	GO:0016749
2846095	9947	succinyltransferase activity	molecular_function	GO:0016748
2846095	9676	C-palmitoyltransferase activity	molecular_function	GO:0016454
2846095	9649	malonyltransferase activity	molecular_function	GO:0016420
2846095	9648	S-malonyltransferase activity	molecular_function	GO:0016419
2846095	9647	S-acetyltransferase activity	molecular_function	GO:0016418
2846095	9646	S-acyltransferase activity	molecular_function	GO:0016417
2846095	9645	O-palmitoyltransferase activity	molecular_function	GO:0016416
2846095	9644	octanoyltransferase activity	molecular_function	GO:0016415
2846095	9643	O-octanoyltransferase activity	molecular_function	GO:0016414
2846095	9642	O-acetyltransferase activity	molecular_function	GO:0016413
2846095	9641	serine O-acyltransferase activity	molecular_function	GO:0016412
2846095	9640	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
2846095	9639	N-acyltransferase activity	molecular_function	GO:0016410
2846095	9638	palmitoyltransferase activity	molecular_function	GO:0016409
2846095	9637	C-acyltransferase activity	molecular_function	GO:0016408
2846095	9636	acetyltransferase activity	molecular_function	GO:0016407
2846095	9635	carnitine O-acyltransferase activity	molecular_function	GO:0016406
2846095	6565	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity	molecular_function	GO:0008951
2846095	6075	acyltransferase activity	molecular_function	GO:0008415
2846095	6038	O-acyltransferase activity	molecular_function	GO:0008374
2846095	5765	N-acetyltransferase activity	molecular_function	GO:0008080
2846095	2804	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
2846095	2803	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
2846095	2585	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
2846105	23920	NADP binding	molecular_function	GO:0050661
2846105	4263	pentose-phosphate shunt	biological_process	GO:0006098
2846105	2990	phosphogluconate dehydrogenase (decarboxylating) activity	molecular_function	GO:0004616
2846105	9710	oxidoreductase activity	molecular_function	GO:0016491
2846107	5876	steroid metabolic process	biological_process	GO:0008202
2846110	5830	metabolic process	biological_process	GO:0008152
2846110	24786	4 iron, 4 sulfur cluster binding	molecular_function	GO:0051539
2846110	4264	tricarboxylic acid cycle	biological_process	GO:0006099
2846110	2442	aconitate hydratase activity	molecular_function	GO:0003994
2846110	25152	acetylenecarboxylate hydratase activity, producing 3-hydroxypropenoate	molecular_function	GO:0051909
2846110	20999	3-dehydroshikimate dehydratase activity	molecular_function	GO:0046565
2846110	19190	2-keto-3-deoxygluconate aldolase activity	molecular_function	GO:0043725
2846110	19189	2-keto-3-deoxygalactonate aldolase activity	molecular_function	GO:0043724
2846110	19186	4-hydroxybutyryl-CoA dehydratase activity	molecular_function	GO:0043721
2846110	11450	3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity	molecular_function	GO:0019171
2846110	11115	2-oxo-hept-3-ene-1,7-dioate hydratase activity	molecular_function	GO:0018817
2846110	11114	2-hydroxyisobutyrate dehydratase activity	molecular_function	GO:0018816
2846110	11113	3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon hydratase-aldolase activity	molecular_function	GO:0018815
2846110	11111	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase activity	molecular_function	GO:0018813
2846110	11110	3-hydroxyacyl-CoA dehydratase activity	molecular_function	GO:0018812
2846110	11109	cyclohex-1-ene-1-carboxyl-CoA hydratase activity	molecular_function	GO:0018811
2846110	11108	trans-4-[2-(3-hydroxy)-thionaphthenyl]-2-oxo-3-butenoate hydratase activity	molecular_function	GO:0018810
2846110	11107	E-phenylitaconyl-CoA hydratase activity	molecular_function	GO:0018809
2846110	11106	cis-4-(1'-hydroxynaphth-2'-yl)-2-oxobut-3-enoate hydratase-aldolase activity	molecular_function	GO:0018808
2846110	11105	6-hydroxycyclohex-1-ene-1-carboxyl-CoA hydratase activity	molecular_function	GO:0018807
2846110	10475	peptidyl-cysteine cyclase activity	molecular_function	GO:0018135
2846110	10468	peptidyl-serine cyclase activity	molecular_function	GO:0018128
2846110	6291	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity	molecular_function	GO:0008659
2846114	13949	septin complex	cellular_component	GO:0031105
2846114	3727	protein binding	molecular_function	GO:0005515
2846126	19516	protein import into mitochondrial inner membrane	biological_process	GO:0045039
2846126	18223	mitochondrial intermembrane space protein transporter complex	cellular_component	GO:0042719
2846126	4755	protein targeting to mitochondrion	biological_process	GO:0006626
2846145	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2846145	3736	ATP binding	molecular_function	GO:0005524
2846145	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2846150	9321	integral to membrane	cellular_component	GO:0016021
2846154	9710	oxidoreductase activity	molecular_function	GO:0016491
2846154	4283	electron transport	biological_process	GO:0006118
2846154	2566	cytochrome-b5 reductase activity	molecular_function	GO:0004128
2846189	13392	ribonucleoprotein complex	cellular_component	GO:0030529
2846189	9367	mRNA metabolic process	biological_process	GO:0016071
2846191	3827	intracellular	cellular_component	GO:0005622
2846191	5951	cell proliferation	biological_process	GO:0008283
2846191	3923	nucleolus	cellular_component	GO:0005730
2846199	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2846199	3736	ATP binding	molecular_function	GO:0005524
2846199	3043	protein kinase activity	molecular_function	GO:0004672
2846199	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2846199	3060	cyclin-dependent protein kinase activity	molecular_function	GO:0004693
2846207	4499	transcription	biological_process	GO:0006350
2846215	5830	metabolic process	biological_process	GO:0008152
2846215	2290	catalytic activity	molecular_function	GO:0003824
2846215	19226	aryl-CoA synthetase (ADP-forming) activity	molecular_function	GO:0043762
2846215	19223	branched-chain acyl-CoA synthetase (ADP-forming) activity	molecular_function	GO:0043759
2846215	11151	2,4-dichlorobenzoate-CoA ligase activity	molecular_function	GO:0018857
2846215	11150	benzoyl acetate-CoA ligase activity	molecular_function	GO:0018856
2846215	11149	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA synthetase activity	molecular_function	GO:0018855
2846215	11148	3-isopropenyl-6-oxoheptanoyl-CoA synthetase activity	molecular_function	GO:0018854
2846215	11147	perillyl-CoA synthetase activity	molecular_function	GO:0018853
2846215	8961	fatty-acid ligase activity	molecular_function	GO:0015645
2846215	3135	succinate-CoA ligase activity	molecular_function	GO:0004774
2846215	2444	acyl-CoA ligase activity	molecular_function	GO:0003996
2846230	2461	adenylate kinase activity	molecular_function	GO:0004017
2846239	13917	heat shock protein binding	molecular_function	GO:0031072
2846247	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2846247	3736	ATP binding	molecular_function	GO:0005524
2846247	3043	protein kinase activity	molecular_function	GO:0004672
2846247	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2846247	3073	MAP kinase activity	molecular_function	GO:0004707
2846251	2216	RNA binding	molecular_function	GO:0003723
2846251	13963	tRNA pseudouridine synthesis	biological_process	GO:0031119
2846251	9667	tRNA-pseudouridine synthase activity	molecular_function	GO:0016439
2846251	17818	beta-amyrin synthase activity	molecular_function	GO:0042300
2846251	17817	lupeol synthase activity	molecular_function	GO:0042299
2846251	7550	pseudouridine synthase activity	molecular_function	GO:0009982
2846255	2290	catalytic activity	molecular_function	GO:0003824
2846255	19712	tricarboxylic acid cycle enzyme complex	cellular_component	GO:0045239
2846255	4271	fumarate metabolic process	biological_process	GO:0006106
2846255	2739	fumarate hydratase activity	molecular_function	GO:0004333
2846257	9768	peroxisome fission	biological_process	GO:0016559
2846257	3967	peroxisomal membrane	cellular_component	GO:0005778
2846268	2216	RNA binding	molecular_function	GO:0003723
2846281	5830	metabolic process	biological_process	GO:0008152
2846281	2290	catalytic activity	molecular_function	GO:0003824
2846293	5846	methyltransferase activity	molecular_function	GO:0008168
2846293	4513	rRNA processing	biological_process	GO:0006364
2846293	3838	nucleus	cellular_component	GO:0005634
2846293	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
2846293	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
2846293	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
2846293	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
2846293	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
2846293	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
2846293	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
2846293	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
2846293	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
2846293	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
2846293	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
2846293	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
2846293	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
2846293	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
2846293	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
2846293	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
2846293	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
2846293	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
2846293	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
2846293	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
2846293	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
2846293	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
2846293	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
2846293	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
2846293	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
2846293	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
2846293	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
2846293	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
2846293	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
2846293	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
2846293	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
2846293	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
2846293	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
2846293	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
2846293	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
2846293	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
2846293	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
2846293	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
2846293	5945	protein methyltransferase activity	molecular_function	GO:0008276
2846293	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
2846293	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
2846293	5851	RNA methyltransferase activity	molecular_function	GO:0008173
2846293	5850	S-methyltransferase activity	molecular_function	GO:0008172
2846293	5849	O-methyltransferase activity	molecular_function	GO:0008171
2846293	5848	N-methyltransferase activity	molecular_function	GO:0008170
2846293	5847	C-methyltransferase activity	molecular_function	GO:0008169
2846293	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
2846293	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
2846299	6703	L-phenylalanine biosynthetic process	biological_process	GO:0009094
2846299	3037	prephenate dehydratase activity	molecular_function	GO:0004664
2846299	3930	cytoplasm	cellular_component	GO:0005737
2846299	2545	chorismate mutase activity	molecular_function	GO:0004106
2846316	5939	zinc ion binding	molecular_function	GO:0008270
2846316	4639	proteolysis	biological_process	GO:0006508
2846316	2658	metalloendopeptidase activity	molecular_function	GO:0004222
2846316	21295	metal ion binding	molecular_function	GO:0046872
2846316	2290	catalytic activity	molecular_function	GO:0003824
2846318	2770	glutathione transferase activity	molecular_function	GO:0004364
2846320	2216	RNA binding	molecular_function	GO:0003723
2846322	9710	oxidoreductase activity	molecular_function	GO:0016491
2846322	5939	zinc ion binding	molecular_function	GO:0008270
2846322	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
2846322	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
2846322	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
2846322	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
2846322	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
2846322	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
2846322	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
2846322	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
2846322	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
2846322	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
2846322	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
2846322	2886	mevaldate reductase activity	molecular_function	GO:0004495
2846322	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
2846322	2477	aldo-keto reductase activity	molecular_function	GO:0004033
2846322	248	3-keto sterol reductase activity	molecular_function	GO:0000253
2846322	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
2846331	9320	membrane	cellular_component	GO:0016020
2846331	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
2846331	4929	cation transport	biological_process	GO:0006812
2846341	3736	ATP binding	molecular_function	GO:0005524
2846341	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2846341	3052	protein kinase CK2 activity	molecular_function	GO:0004682
2846347	2175	nucleic acid binding	molecular_function	GO:0003676
2846347	4542	mRNA processing	biological_process	GO:0006397
2846347	3930	cytoplasm	cellular_component	GO:0005737
2846347	3838	nucleus	cellular_component	GO:0005634
2846347	2216	RNA binding	molecular_function	GO:0003723
2846347	241	spliceosome assembly	biological_process	GO:0000245
2846351	17271	phosphoinositide binding	molecular_function	GO:0035091
2846351	5239	cell communication	biological_process	GO:0007154
2846351	3727	protein binding	molecular_function	GO:0005515
2846359	6140	transaminase activity	molecular_function	GO:0008483
2846359	4650	amino acid metabolic process	biological_process	GO:0006520
2846359	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
2846359	6667	biosynthetic process	biological_process	GO:0009058
2846359	2290	catalytic activity	molecular_function	GO:0003824
2846359	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
2846359	2511	aspartate transaminase activity	molecular_function	GO:0004069
2846371	4556	translation	biological_process	GO:0006412
2846371	4025	ribosome	cellular_component	GO:0005840
2846371	3827	intracellular	cellular_component	GO:0005622
2846371	2227	structural constituent of ribosome	molecular_function	GO:0003735
2846372	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2846372	3736	ATP binding	molecular_function	GO:0005524
2846372	3043	protein kinase activity	molecular_function	GO:0004672
2846372	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2846372	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
2846372	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
2846372	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
2846372	10103	SAP kinase activity	molecular_function	GO:0016909
2846372	10102	MAP kinase 2 activity	molecular_function	GO:0016908
2846372	6196	JUN kinase kinase activity	molecular_function	GO:0008545
2846372	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
2846372	6005	MP kinase activity	molecular_function	GO:0008339
2846372	6004	MAP kinase 1 activity	molecular_function	GO:0008338
2846372	3084	Janus kinase activity	molecular_function	GO:0004718
2846372	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
2846372	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
2846372	3074	MAP kinase kinase activity	molecular_function	GO:0004708
2846372	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
2846372	3071	JUN kinase activity	molecular_function	GO:0004705
2846372	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
2846372	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
2846372	3067	atypical protein kinase C activity	molecular_function	GO:0004700
2846372	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
2846372	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
2846372	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
2846372	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
2846372	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
2846372	3051	casein kinase I activity	molecular_function	GO:0004681
2846372	3050	casein kinase activity	molecular_function	GO:0004680
2846372	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
2846372	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
2846372	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
2846372	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
2846379	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
2846379	2483	amidase activity	molecular_function	GO:0004040
2846381	4556	translation	biological_process	GO:0006412
2846381	4025	ribosome	cellular_component	GO:0005840
2846381	3827	intracellular	cellular_component	GO:0005622
2846381	2227	structural constituent of ribosome	molecular_function	GO:0003735
2846381	2216	RNA binding	molecular_function	GO:0003723
2846381	9241	small ribosomal subunit	cellular_component	GO:0015935
2846382	10024	lyase activity	molecular_function	GO:0016829
2846382	3782	extracellular region	cellular_component	GO:0005576
2846382	13135	carbohydrate binding	molecular_function	GO:0030246
2846382	4143	carbohydrate metabolic process	biological_process	GO:0005975
2846382	2290	catalytic activity	molecular_function	GO:0003824
2846395	9985	hydrolase activity	molecular_function	GO:0016787
2846395	10329	IMP-GMP specific 5'-nucleotidase activity	molecular_function	GO:0017175
2846395	5923	5'-nucleotidase activity	molecular_function	GO:0008253
2846400	21401	protein dimerization activity	molecular_function	GO:0046983
2846400	19030	sequence-specific DNA binding	molecular_function	GO:0043565
2846400	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2846400	3838	nucleus	cellular_component	GO:0005634
2846400	2196	transcription factor activity	molecular_function	GO:0003700
2846408	4556	translation	biological_process	GO:0006412
2846408	4025	ribosome	cellular_component	GO:0005840
2846408	3827	intracellular	cellular_component	GO:0005622
2846408	2227	structural constituent of ribosome	molecular_function	GO:0003735
2846421	19387	cellular biosynthetic process	biological_process	GO:0044249
2846421	6762	ribonucleoside monophosphate biosynthetic process	biological_process	GO:0009156
2846421	3115	ribose phosphate diphosphokinase activity	molecular_function	GO:0004749
2846421	281	magnesium ion binding	molecular_function	GO:0000287
2846421	6770	nucleotide biosynthetic process	biological_process	GO:0009165
2846431	13917	heat shock protein binding	molecular_function	GO:0031072
2846431	24341	chaperone binding	molecular_function	GO:0051087
2846431	4591	protein folding	biological_process	GO:0006457
2846431	3727	protein binding	molecular_function	GO:0005515
2846456	4556	translation	biological_process	GO:0006412
2846456	4025	ribosome	cellular_component	GO:0005840
2846456	3827	intracellular	cellular_component	GO:0005622
2846456	2227	structural constituent of ribosome	molecular_function	GO:0003735
2846476	2175	nucleic acid binding	molecular_function	GO:0003676
2846476	4542	mRNA processing	biological_process	GO:0006397
2846476	3838	nucleus	cellular_component	GO:0005634
2846476	2216	RNA binding	molecular_function	GO:0003723
2846487	9940	transferase activity	molecular_function	GO:0016740
2846487	5830	metabolic process	biological_process	GO:0008152
2846488	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
2846488	4143	carbohydrate metabolic process	biological_process	GO:0005975
2846488	2984	phosphoacetylglucosamine mutase activity	molecular_function	GO:0004610
2846492	4894	Mo-molybdopterin cofactor biosynthetic process	biological_process	GO:0006777
2846497	3736	ATP binding	molecular_function	GO:0005524
2846497	2792	helicase activity	molecular_function	GO:0004386
2846497	2175	nucleic acid binding	molecular_function	GO:0003676
2846497	9985	hydrolase activity	molecular_function	GO:0016787
2846497	2176	DNA binding	molecular_function	GO:0003677
2846501	4927	transport	biological_process	GO:0006810
2846501	3935	mitochondrial inner membrane	cellular_component	GO:0005743
2846501	3708	binding	molecular_function	GO:0005488
2846501	3546	transporter activity	molecular_function	GO:0005215
2846502	5939	zinc ion binding	molecular_function	GO:0008270
2846502	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
2846502	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
2846502	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
2846502	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
2846507	8400	protein transport	biological_process	GO:0015031
2846507	6212	protein transporter activity	molecular_function	GO:0008565
2846507	3935	mitochondrial inner membrane	cellular_component	GO:0005743
2846510	4556	translation	biological_process	GO:0006412
2846510	4025	ribosome	cellular_component	GO:0005840
2846510	3827	intracellular	cellular_component	GO:0005622
